"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"548","Connor McDavid","EDM","C","56","937.91666666667","19","37","28","9","56","87.50","129","14.73","14.62","205","170","146","69","4","15","16","8","8","0","0","28","33","31","58","77","22","298","313","48.77"
"590","Mitchell Marner","TOR","R","55","878.31666666667","17","28","20","8","45","83.33","103","16.50","10.61","186","137","134","43","6","16","16","8","8","0","0","10","52","41","19","45","34","0","1","0.00"
"644","Auston Matthews","TOR","C","52","866.35","28","16","13","3","44","81.48","159","17.61","17.34","252","217","200","98","3","17","8","4","4","0","0","13","41","40","56","57","39","401","367","52.21"
"476","Leon Draisaitl","EDM","C","56","910.03333333333","13","27","14","13","40","72.73","78","16.67","6.37","144","104","78","24","5","4","18","9","9","0","0","10","50","55","35","82","10","358","295","54.82"
"58","Brad Marchand","BOS","C, L","53","690.31666666667","16","22","12","10","38","82.61","88","18.18","8.54","134","110","82","40","4","8","42","21","21","0","0","15","29","32","47","42","9","7","20","25.93"
"250","Mark Stone","VGK","R","55","764","14","23","17","6","37","75.51","66","21.21","7.76","109","92","79","33","2","7","26","9","7","2","0","8","19","46","28","49","26","10","16","38.46"
"300","Mark Scheifele","WPG","C","56","916.13333333333","13","24","12","12","37","84.09","78","16.67","9.63","122","100","90","46","1","11","8","4","4","0","0","14","31","40","29","93","35","291","314","48.10"
"97","Patrick Kane","CHI","R","55","929.06666666667","11","24","15","9","35","74.47","122","9.02","8.45","204","148","113","26","6","9","14","7","7","0","0","5","34","24","10","47","13","2","3","40.00"
"556","Mikko Rantanen","COL","R","52","785.25","18","17","9","8","35","67.31","107","16.82","10.82","199","152","118","51","3","14","20","10","10","0","0","14","14","26","22","60","17","28","24","53.85"
"569","Mathew Barzal","NYI","C","55","832.46666666667","15","20","10","10","35","71.43","107","14.02","10.63","164","135","125","58","7","6","32","15","15","0","0","16","38","27","20","63","11","134","174","43.51"
"437","Nathan MacKinnon","COL","C","48","731.78333333333","8","26","20","6","34","70.83","127","6.30","10.35","236","178","128","36","5","15","35","11","9","1","1","22","19","14","29","41","13","205","217","48.58"
"618","Kirill Kaprizov","MIN","L","55","767.56666666667","16","18","13","5","34","89.47","99","16.16","9.21","185","150","96","42","4","11","12","6","6","0","0","23","31","24","28","55","18","2","14","12.50"
"102","Max Pacioretty","VGK","L","48","683.58333333333","13","20","12","8","33","73.33","115","11.30","10.58","192","160","115","47","7","11","12","6","6","0","0","7","14","12","32","59","28","11","13","45.83"
"413","Oliver Bjorkstrand","CBJ","R","56","837.6","14","19","13","6","33","86.84","103","13.59","8.74","177","147","90","35","6","9","8","3","3","0","0","2","24","36","39","87","29","2","4","33.33"
"757","Jason Robertson","DAL","L","51","700.76666666667","13","20","16","4","33","76.74","104","12.50","8.34","158","126","87","42","4","8","14","7","7","0","0","7","22","16","26","52","13","5","2","71.43"
"295","Gabriel Landeskog","COL","L","54","812.46666666667","9","23","7","16","32","68.09","104","8.65","10.85","185","148","123","55","6","18","24","12","12","0","0","12","24","15","75","67","25","219","159","57.94"
"314","Jonathan Marchessault","VGK","C","55","767.61666666667","13","19","13","6","32","86.49","117","11.11","11.28","236","167","127","40","7","19","27","12","11","1","0","12","17","26","38","51","13","36","45","44.44"
"408","Pavel Buchnevich","NYR","R","54","720.36666666667","13","19","11","8","32","82.05","91","14.29","7.65","156","120","86","34","4","10","32","9","6","2","1","12","32","21","41","58","21","3","11","21.43"
"160","Evander Kane","S.J","L","56","809.55","12","19","12","7","31","75.61","131","9.16","11.49","224","178","130","55","6","23","34","17","17","0","0","14","25","21","90","56","19","16","20","44.44"
"438","Aleksander Barkov","FLA","C","50","710.21666666667","15","16","12","4","31","83.78","116","12.93","11.94","170","148","120","55","3","7","12","6","6","0","0","14","16","35","26","68","31","365","326","52.82"
"544","Kyle Connor","WPG","L","56","812.13333333333","16","15","10","5","31","79.49","97","16.49","10.42","180","133","132","48","6","8","12","6","6","0","0","9","22","33","16","48","17","5","4","55.56"
"606","Artemi Panarin","NYR","L","42","611.88333333333","9","22","14","8","31","93.94","58","15.52","4.77","115","88","65","13","3","4","4","2","2","0","0","7","23","17","9","18","6","0","1","0.00"
"157","John Tavares","TOR","C","56","811.23333333333","11","19","11","8","30","81.08","114","9.65","11.57","189","148","142","62","7","12","12","6","6","0","0","13","48","30","44","75","26","368","305","54.68"
"296","Jonathan Huberdeau","FLA","L","55","709.36666666667","13","17","14","3","30","75.00","70","18.57","5.45","101","86","62","23","4","4","32","12","11","0","1","22","31","29","47","43","8","12","18","40.00"
"810","Joel Farabee","PHI","L","55","657.55","16","14","11","3","30","83.33","91","17.58","9.13","145","121","88","45","2","13","28","11","9","2","0","10","11","19","45","68","15","4","8","33.33"
"409","Jake Guentzel","PIT","L","56","899.93333333333","12","17","9","8","29","70.73","91","13.19","9.67","158","122","111","52","7","6","28","14","14","0","0","17","16","13","43","99","30","2","8","20.00"
"485","Jakub Vrana","DET, WSH","L","50","607.33333333333","17","12","7","5","29","74.36","76","22.37","7.44","153","112","86","28","6","8","8","4","4","0","0","3","23","19","29","18","8","4","5","44.44"
"495","David Pastrnak","BOS","R","48","684.71666666667","14","15","11","4","29","70.73","129","10.85","9.76","237","183","113","33","13","12","22","11","11","0","0","18","23","22","31","49","13","2","5","28.57"
"654","Alex DeBrincat","CHI","L","51","773.51666666667","16","13","10","3","29","67.44","101","15.84","8.8","172","129","99","35","3","6","10","5","5","0","0","13","30","28","57","80","19","12","18","40.00"
"680","Jordan Kyrou","STL","C","55","692.1","14","15","13","2","29","80.56","87","16.09","8.54","147","119","104","43","1","12","12","5","5","0","0","12","18","30","7","67","12","3","4","42.86"
"103","Jakub Voracek","PHI","R","53","704.63333333333","8","20","11","9","28","75.68","76","10.53","6.25","141","105","75","26","4","10","16","8","8","0","0","17","20","16","14","51","19","7","9","43.75"
"337","Tomas Hertl","S.J","C","50","676.61666666667","11","17","9","8","28","84.85","71","15.49","7.47","125","97","88","41","4","9","19","8","7","1","0","11","21","26","36","31","33","346","283","55.01"
"419","Andre Burakovsky","COL","L","53","662.63333333333","13","15","12","3","28","80.00","74","17.57","6.81","136","99","82","27","7","9","8","4","4","0","0","7","19","15","22","61","16","2","0","100.00"
"552","Jordan Greenway","MIN","L","56","758.63333333333","5","23","13","10","28","77.78","71","7.04","6.27","124","96","66","31","2","11","45","21","20","1","0","15","17","16","83","61","21","12","11","52.17"
"568","Brock Boeser","VAN","R","56","811.95","11","17","10","7","28","59.57","80","13.75","8.15","146","114","97","40","8","8","14","6","6","0","0","5","21","15","30","24","20","8","14","36.36"
"760","Max Comtois","ANA","L","55","719.28333333333","14","14","10","4","28","87.50","78","17.95","9.97","146","116","103","54","7","8","38","16","14","2","0","9","33","16","91","44","34","10","18","35.71"
"19","Patrice Bergeron","BOS","C","54","653.21666666667","12","15","7","8","27","58.70","114","10.53","9.48","182","158","107","44","9","5","10","5","5","0","0","3","7","29","45","27","22","448","289","60.79"
"38","Sidney Crosby","PIT","C","55","878.86666666667","11","16","11","5","27","67.50","107","10.28","9.88","172","143","104","50","4","8","20","10","10","0","0","14","39","41","40","50","27","523","439","54.37"
"94","David Perron","STL","L","56","810.15","10","17","8","9","27","87.10","85","11.76","6.71","158","115","83","25","4","5","12","6","6","0","0","10","25","15","41","30","18","0","6","0.00"
"265","Johnny Gaudreau","CGY","L","56","777.66666666667","11","16","13","3","27","75.00","67","16.42","7.19","115","93","72","31","6","2","6","3","3","0","0","17","51","22","7","25","9","0","0","-"
"292","William Karlsson","VGK","C","56","745.7","10","17","9","8","27","77.14","77","12.99","7.52","134","96","90","40","4","11","4","2","2","0","0","7","11","21","20","72","22","350","279","55.64"
"299","Mika Zibanejad","NYR","C","56","732.31666666667","10","17","10","7","27","77.14","79","12.66","6.69","139","114","76","29","7","4","16","8","8","0","0","11","28","27","67","37","30","308","334","47.98"
"412","Carter Verhaeghe","FLA","C","43","643.18333333333","13","14","7","7","27","72.97","91","14.29","9.97","147","116","109","50","5","12","31","13","12","1","0","7","22","16","28","77","13","15","18","45.45"
"482","Nikolaj Ehlers","WPG","L","47","666.46666666667","13","14","5","9","27","77.14","104","12.50","8.64","182","141","106","31","4","8","15","6","5","1","0","20","15","16","25","53","11","0","0","-"
"508","Brayden Point","T.B","C","56","770.08333333333","14","13","5","8","27","79.41","83","16.87","9.46","146","120","104","46","8","8","11","4","3","1","0","21","5","23","22","48","15","190","204","48.22"
"559","Sebastian Aho","CAR","C","56","761.95","11","16","10","6","27","72.97","87","12.64","9.01","151","125","100","52","2","6","28","14","14","0","0","10","44","20","30","41","18","318","289","52.39"
"615","Conor Garland","ARI","R","49","682.45","9","18","14","4","27","79.41","96","9.38","8.52","167","130","84","33","6","10","20","10","10","0","0","26","16","32","23","72","17","6","10","37.50"
"67","Claude Giroux","PHI","C","54","740.08333333333","11","15","11","4","26","65.00","79","13.92","7.72","129","111","76","40","1","8","12","6","6","0","0","15","15","16","28","38","4","333","242","57.91"
"71","Nicklas Backstrom","WSH","C","55","776.53333333333","10","16","11","5","26","60.47","61","16.39","5.99","105","82","61","29","5","9","12","6","6","0","0","8","18","30","22","30","25","301","314","48.94"
"83","James van Riemsdyk","PHI","L","56","739.78333333333","7","19","8","11","26","72.22","91","7.69","6.42","140","116","80","31","4","9","12","6","6","0","0","5","8","19","36","64","16","9","6","60.00"
"124","Jordan Eberle","NYI","R","55","753.5","14","12","8","4","26","65.00","104","13.46","10.25","166","140","116","49","3","2","16","8","8","0","0","12","12","15","28","80","16","3","2","60.00"
"348","Chandler Stephenson","VGK","C","51","713.88333333333","11","15","9","6","26","53.06","56","19.64","5.09","81","66","55","31","2","3","25","7","5","1","1","11","7","18","40","64","29","286","278","50.71"
"481","William Nylander","TOR","R","51","675.55","11","15","11","4","26","86.67","96","11.46","10.43","163","133","109","49","6","12","16","8","8","0","0","10","33","26","12","59","15","10","10","50.00"
"540","Andrew Mangiapane","CGY","L","56","724.85","15","11","11","0","26","83.87","77","19.48","9.11","136","107","101","51","6","8","16","8","8","0","0","9","15","29","48","45","23","1","14","6.67"
"641","Matthew Tkachuk","CGY","L","56","780.53333333333","10","16","10","6","26","63.41","96","10.42","10.53","177","136","123","62","4","11","53","22","19","3","0","21","50","21","129","53","7","2","4","33.33"
"658","Jakob Chychrun","ARI","D","56","1025.0333333333","12","14","8","6","26","54.17","118","10.17","5.63","256","182","52","15","4","19","38","19","19","0","0","9","28","15","56","61","73","0","0","-"
"870","Nils Hoglander","VAN","L","56","767","12","14","5","9","26","68.42","107","11.21","9.94","172","139","113","43","5","9","14","7","7","0","0","13","19","36","26","92","19","1","1","50.00"
"24","Joe Pavelski","DAL","C","56","796.86666666667","12","13","5","8","25","65.79","86","13.95","9.14","155","130","93","48","6","10","8","4","4","0","0","11","17","16","56","42","35","271","233","53.77"
"126","John Carlson","WSH","D","52","889.38333333333","7","18","8","10","25","54.35","94","7.45","3.61","170","132","38","6","1","7","10","5","5","0","0","2","14","16","44","50","52","0","0","-"
"153","Ryan O'Reilly","STL","C","56","810.81666666667","10","15","7","8","25","71.43","84","11.90","6.49","119","103","69","30","4","12","18","9","9","0","0","5","16","39","22","28","19","474","330","58.96"
"183","Craig Smith","BOS","C","54","696.41666666667","8","17","9","8","25","67.57","114","7.02","8.65","202","158","108","33","9","11","18","9","9","0","0","6","14","23","63","76","7","9","12","42.86"
"301","Sean Couturier","PHI","C","45","614.4","11","14","8","6","25","75.76","88","12.50","8.09","144","116","90","39","3","11","8","4","4","0","0","8","13","14","29","52","16","289","228","55.90"
"321","Yanni Gourde","T.B","C","56","716.68333333333","11","14","12","2","25","75.76","88","12.50","8.82","133","111","91","53","2","15","38","12","9","2","1","12","10","12","45","85","17","265","272","49.35"
"441","Elias Lindholm","CGY","C","56","745","11","14","4","10","25","65.79","83","13.25","7.46","126","101","88","33","4","9","12","6","6","0","0","11","20","20","46","27","18","346","323","51.72"
"493","Kasperi Kapanen","PIT","R","40","531.78333333333","9","16","8","8","25","75.76","61","14.75","4.45","100","76","58","18","5","5","2","1","1","0","0","4","14","16","39","41","8","0","1","0.00"
"530","Kevin Labanc","S.J","R","55","750.23333333333","12","13","8","5","25","71.43","102","11.76","10.1","176","137","119","45","4","17","31","14","13","1","0","14","20","14","60","43","15","0","1","0.00"
"4","Jason Spezza","TOR","C","54","463.35","8","16","11","5","24","100.00","60","13.33","6.21","104","84","54","28","4","8","4","2","2","0","0","6","25","15","24","40","9","168","123","57.73"
"26","Alex Ovechkin","WSH","L","45","644.48333333333","14","10","7","3","24","64.86","113","12.39","10.16","219","162","105","42","9","10","10","5","5","0","0","13","14","9","96","25","16","0","2","0.00"
"28","Blake Wheeler","WPG","R","50","714.95","9","15","13","2","24","77.42","85","10.59","7.1","125","109","81","31","3","5","38","18","18","0","0","9","13","22","59","48","28","3","4","42.86"
"34","David Krejci","BOS","C","51","685.95","5","19","14","5","24","82.76","68","7.35","6.37","109","88","65","23","1","6","16","8","8","0","0","4","22","19","25","37","24","283","245","53.60"
"41","Anze Kopitar","L.A","C","56","817.11666666667","9","15","12","3","24","75.00","85","10.59","7.96","136","115","81","37","2","12","10","5","5","0","0","11","26","9","38","45","31","397","316","55.68"
"43","T.J. Oshie","WSH","R","53","714.05","8","16","9","7","24","64.86","70","11.43","7.23","113","92","72","41","4","7","16","8","8","0","0","10","20","21","64","69","23","53","68","43.80"
"118","Josh Bailey","NYI","R","54","742.15","8","16","10","6","24","66.67","52","15.38","4.5","84","67","56","18","2","5","4","2","2","0","0","0","26","16","9","26","18","14","13","51.85"
"206","Tyler Toffoli","MTL","C, R","52","686.85","15","9","5","4","24","77.42","111","13.51","9.86","189","146","122","47","8","11","16","8","8","0","0","5","21","18","68","42","10","18","27","40.00"
"236","Nino Niederreiter","CAR","R","56","769.91666666667","13","11","6","5","24","70.59","107","12.15","13.25","179","144","129","66","4","18","25","11","10","1","0","10","25","13","65","73","15","0","2","0.00"
"396","MacKenzie Weegar","FLA","D","54","956.98333333333","6","18","7","11","24","50.00","85","7.06","3.97","159","116","42","9","1","11","43","16","14","1","1","12","40","33","97","92","61","0","0","-"
"411","Anthony Duclair","FLA","L","43","558.35","6","18","11","7","24","64.86","84","7.14","7.69","131","102","78","41","4","10","18","9","9","0","0","15","12","10","31","47","9","0","1","0.00"
"421","Shea Theodore","VGK","D","53","959.81666666667","7","17","6","11","24","40.68","115","6.09","5.73","253","157","66","13","4","21","10","5","5","0","0","6","31","21","18","40","39","0","0","-"
"572","Roope Hintz","DAL","L","41","543.85","9","15","11","4","24","72.73","61","14.75","7.03","125","87","84","39","3","9","4","2","2","0","0","6","19","5","49","42","11","174","190","47.80"
"12","Jeff Carter","L.A, PIT","C","54","673.33333333333","15","8","4","4","23","69.70","122","12.30","9.77","177","150","100","48","11","16","14","7","7","0","0","1","15","19","33","36","18","117","120","49.37"
"100","Mikael Backlund","CGY","C","54","720.7","7","16","6","10","23","69.70","116","6.03","9.91","185","146","100","40","7","13","24","11","11","0","0","7","42","39","39","40","16","310","270","53.45"
"181","Marcus Foligno","MIN","L","39","497.85","10","13","7","6","23","69.70","38","26.32","4.31","59","53","45","29","3","2","45","15","10","5","0","13","13","11","106","55","14","0","7","0.00"
"202","Mats Zuccarello","MIN","R","42","577.6","7","16","9","7","23","88.46","50","14.00","5.14","105","80","63","25","5","9","8","4","4","0","0","7","14","17","12","23","19","9","16","36.00"
"227","Zach Hyman","TOR","L","43","644.01666666667","9","14","5","9","23","60.53","88","10.23","9.61","148","118","115","60","4","12","22","10","10","0","0","11","13","15","61","101","18","8","19","29.63"
"257","Ondrej Palat","T.B","L","55","730.68333333333","7","16","9","7","23","74.19","83","8.43","7.98","132","105","83","30","1","13","22","11","11","0","0","13","12","24","75","57","41","0","5","0.00"
"275","Blake Coleman","T.B","C","55","675.43333333333","9","14","5","9","23","74.19","96","9.38","7.9","150","121","100","43","6","12","29","13","12","1","0","14","14","13","103","60","15","1","3","25.00"
"298","Ryan Strome","NYR","C","56","753.56666666667","9","14","8","6","23","62.16","97","9.28","8.97","147","117","91","42","2","11","25","11","10","1","0","9","27","16","19","47","16","258","355","42.09"
"305","J.T. Miller","VAN","C","53","764.98333333333","7","16","11","5","23","62.16","70","10.00","7.42","117","98","80","33","0","11","41","19","18","1","0","6","35","24","83","51","17","228","186","55.07"
"374","Connor Brown","OTT","R","56","747.06666666667","13","10","5","5","23","69.70","88","14.77","7.57","152","120","82","29","9","3","8","4","4","0","0","6","20","39","16","60","24","4","6","40.00"
"443","Darnell Nurse","EDM","D","56","1157.5666666667","12","11","4","7","23","32.39","129","9.30","5.48","249","178","74","12","1","10","57","20","16","3","1","9","45","18","111","61","70","0","0","-"
"585","Thomas Chabot","OTT","D","49","1043.4333333333","5","18","14","4","23","60.53","103","4.85","4.25","201","139","52","13","5","13","28","13","13","0","0","9","71","11","67","109","62","0","0","-"
"753","Nick Suzuki","MTL","C","56","792.26666666667","9","14","7","7","23","69.70","84","10.71","8.82","156","117","96","39","7","14","24","12","12","0","0","11","35","25","67","73","36","258","341","43.07"
"70","Phil Kessel","ARI","R","56","735.55","12","10","5","5","22","84.62","80","15.00","7.13","140","100","85","27","5","12","8","4","4","0","0","3","17","17","6","15","7","0","2","0.00"
"105","Alec Martinez","VGK","D","53","940.78333333333","6","16","7","9","22","38.60","59","10.17","4.08","142","88","43","14","0","11","10","5","5","0","0","1","22","11","37","97","111","0","0","-"
"174","Tyson Barrie","EDM","D","56","958.46666666667","4","18","5","13","22","40.74","118","3.39","4.84","225","152","57","9","2","9","8","4","4","0","0","10","41","13","26","75","53","0","0","-"
"216","Brock Nelson","NYI","C","56","770","10","12","7","5","22","75.86","82","12.20","10.4","148","120","104","58","2","11","4","2","2","0","0","6","22","18","31","56","21","281","291","49.13"
"229","Taylor Hall","BOS, BUF","L","53","751.21666666667","6","16","7","9","22","68.75","98","6.12","8.79","176","139","100","52","6","9","24","7","6","0","1","18","26","17","30","60","15","5","4","55.56"
"239","Bryan Rust","PIT","R","56","870.5","11","11","6","5","22","55.00","108","10.19","10.64","181","151","123","62","6","6","16","8","8","0","0","9","22","28","55","90","24","3","2","60.00"
"240","Joonas Donskoi","COL","R","51","551.13333333333","11","11","8","3","22","73.33","59","18.64","7.61","101","84","83","41","2","8","10","5","5","0","0","6","9","13","13","57","23","11","10","52.38"
"336","Tom Wilson","WSH","R","47","589.98333333333","6","16","10","6","22","64.71","57","10.53","4.61","98","72","58","28","1","8","68","20","14","4","2","21","14","13","95","73","21","8","5","61.54"
"445","Bo Horvat","VAN","C","56","824.15","10","12","7","5","22","62.86","91","10.99","7.96","140","113","91","44","6","5","17","7","6","1","0","9","15","21","61","49","35","458","460","49.89"
"477","Sam Bennett","CGY, FLA","C","48","571.83333333333","7","15","7","8","22","81.48","88","7.95","8.9","140","116","95","43","2","10","50","14","10","2","2","12","21","13","100","57","18","110","122","47.41"
"489","Alex Tuch","VGK","R","55","740.21666666667","12","10","6","4","22","64.71","114","10.53","11.64","198","162","116","44","5","7","20","10","10","0","0","15","13","35","46","64","33","8","11","42.11"
"491","Nick Schmaltz","ARI","C","52","695.86666666667","6","16","7","9","22","62.86","72","8.33","7.13","125","93","87","42","6","10","12","6","6","0","0","17","17","25","15","44","25","195","271","41.85"
"580","Anthony Beauvillier","NYI","L","47","635.68333333333","10","12","5","7","22","64.71","86","11.63","8.1","131","113","96","43","3","8","12","6","6","0","0","8","21","14","35","59","13","0","0","-"
"594","Joel Eriksson Ek","MIN","C","56","746.75","17","5","4","1","22","57.89","108","15.74","12.92","151","132","99","62","3","12","18","9","9","0","0","17","8","15","97","76","24","323","358","47.43"
"776","Filip Chytil","NYR","C","42","510.28333333333","8","14","8","6","22","81.48","73","10.96","6.83","114","97","75","33","3","8","10","5","5","0","0","7","22","23","15","49","18","122","158","43.57"
"47","Kris Letang","PIT","D","55","1032.9833333333","5","16","9","7","21","41.18","106","4.72","4.44","213","151","53","4","4","14","18","9","9","0","0","7","40","18","74","81","52","0","0","-"
"64","Milan Lucic","CGY","L","56","663.81666666667","8","13","6","7","21","70.00","58","13.79","5.21","94","76","62","22","1","3","40","14","10","4","0","9","28","17","135","60","12","8","17","32.00"
"161","Brayden Schenn","STL","C","56","822.5","8","13","10","3","21","61.76","69","11.59","8.14","114","96","78","34","1","5","33","12","9","3","0","7","15","22","109","64","31","279","263","51.48"
"163","Nazem Kadri","COL","C","56","713.16666666667","8","13","10","3","21","72.41","118","6.78","10.11","209","158","110","43","10","16","32","16","16","0","0","23","22","20","36","67","18","301","270","52.71"
"173","Tomas Tatar","MTL","L","50","620.88333333333","7","14","8","6","21","72.41","68","10.29","6.71","109","83","77","37","7","9","6","3","3","0","0","6","10","15","61","44","18","11","13","45.83"
"270","Vincent Trocheck","CAR","C","47","623.63333333333","9","12","8","4","21","84.00","89","10.11","9.23","129","115","87","38","5","12","18","9","9","0","0","12","24","15","101","72","24","327","249","56.77"
"272","Adam Lowry","WPG","C","52","618.71666666667","9","12","6","6","21","80.77","65","13.85","6.42","112","85","73","27","0","5","13","5","4","1","0","9","9","12","146","79","24","264","247","51.66"
"310","Phillip Danault","MTL","C","53","707.3","4","17","13","4","21","65.63","65","6.15","5.73","125","93","71","26","2","4","22","11","11","0","0","7","25","11","72","49","23","382","298","56.18"
"312","Rickard Rakell","ANA","L","52","760.83333333333","7","14","11","3","21","72.41","109","6.42","10.38","201","154","120","53","6","15","8","4","4","0","0","4","20","18","58","82","16","4","9","30.77"
"416","Andrew Copp","WPG","C","55","730.36666666667","6","15","9","6","21","70.00","81","7.41","8.79","121","100","79","37","7","14","14","7","7","0","0","10","15","17","59","49","24","71","70","50.35"
"484","Kevin Fiala","MIN","L","50","628.06666666667","12","9","6","3","21","72.41","94","12.77","8.88","168","131","96","34","9","13","24","12","12","0","0","13","40","31","23","47","12","1","4","20.00"
"516","Devon Toews","COL","D","53","1006.2833333333","7","14","4","10","21","38.89","99","7.07","4.72","187","138","61","16","3","10","14","7","7","0","0","6","14","22","38","32","53","0","0","-"
"565","Travis Konecny","PHI","R","50","648.58333333333","7","14","6","8","21","80.77","78","8.97","7.09","151","117","75","27","4","14","24","12","12","0","0","12","10","16","51","57","13","5","6","45.45"
"577","Jack Roslovic","CBJ","C","48","678.61666666667","8","13","5","8","21","75.00","71","11.27","6.31","109","92","63","27","6","6","12","6","6","0","0","10","29","16","32","52","21","205","328","38.46"
"626","Mason Appleton","WPG","C","56","713.11666666667","10","11","6","5","21","70.00","79","12.66","6.9","129","109","74","32","6","9","12","6","6","0","0","10","19","8","60","83","15","6","5","54.55"
"656","Clayton Keller","ARI","R","56","738.81666666667","10","11","6","5","21","56.76","97","10.31","8.82","159","131","96","43","7","5","16","8","8","0","0","17","16","23","17","59","13","14","15","48.28"
"685","Samuel Girard","COL","D","48","903.16666666667","4","17","9","8","21","45.65","66","6.06","2.79","160","95","32","4","0","6","14","7","7","0","0","14","30","12","26","69","42","0","0","-"
"778","Alex Iafallo","L.A","L","55","772.36666666667","8","13","7","6","21","70.00","85","9.41","8.14","143","114","89","51","3","8","2","1","1","0","0","5","8","10","23","53","29","1","3","25.00"
"824","Andrei Svechnikov","CAR","R","55","745.81666666667","7","14","8","6","21","58.33","99","7.07","11.23","183","136","113","60","3","14","38","19","19","0","0","15","29","21","108","86","17","0","3","0.00"
"851","Yegor Sharangovich","N.J","C","54","711.76666666667","10","11","4","7","21","75.00","96","10.42","9.13","177","142","100","33","3","8","4","2","2","0","0","9","31","26","14","35","19","20","37","35.09"
"68","Jordan Staal","CAR","C","53","679.91666666667","7","13","6","7","20","80.00","62","11.29","7.34","107","88","78","43","1","11","22","11","11","0","0","7","18","12","124","63","11","431","315","57.77"
"104","Jake Muzzin","TOR","D","53","938.86666666667","2","18","8","10","20","38.46","85","2.35","3.01","168","114","39","2","3","4","27","12","11","1","0","5","49","19","91","138","67","0","0","-"
"219","Kevin Hayes","PHI","C","55","710.91666666667","8","12","9","3","20","76.92","91","8.79","8.24","159","125","87","40","3","10","20","10","10","0","0","9","21","17","52","26","11","184","201","47.79"
"281","Mike Reilly","BOS, OTT","D","55","873.2","0","20","5","15","20","45.45","83","0.00","2.22","147","115","23","3","4","11","20","10","10","0","0","2","37","11","59","65","35","0","0","-"
"287","Brandon Saad","COL","L","44","523.28333333333","13","7","1","6","20","68.97","63","20.63","6.75","113","89","79","35","7","7","10","5","5","0","0","6","16","6","15","20","10","16","22","42.11"
"366","Andreas Athanasiou","L.A","C","47","591.18333333333","8","12","9","3","20","80.00","70","11.43","5.46","123","92","61","24","6","6","25","8","5","3","0","15","8","18","9","43","15","2","0","100.00"
"371","Josh Anderson","MTL","R","52","705.93333333333","15","5","3","2","20","83.33","100","15.00","10.17","183","150","112","46","5","6","36","15","13","2","0","13","12","15","133","78","24","5","3","62.50"
"392","Dominik Kubalik","CHI","L","55","677.65","10","10","6","4","20","80.00","107","9.35","9.38","170","133","100","47","7","8","16","8","8","0","0","9","16","8","50","25","16","0","2","0.00"
"436","Brett Pesce","CAR","D","55","985.13333333333","3","17","10","7","20","48.78","80","3.75","3.53","202","125","46","7","2","21","20","10","10","0","0","12","21","13","16","73","63","0","0","-"
"494","Jared McCann","PIT","C, L","43","499.85","6","14","11","3","20","55.56","69","8.70","5.19","112","88","53","25","2","6","6","3","3","0","0","11","11","18","37","61","16","44","56","44.00"
"553","Timo Meier","S.J","R","54","714.51666666667","10","10","6","4","20","68.97","121","8.26","10.25","240","175","130","51","10","13","22","11","11","0","0","12","17","17","72","56","22","7","15","31.82"
"582","Daniel Sprong","WSH","R","42","456.53333333333","13","7","4","3","20","64.52","68","19.12","5.21","116","91","55","25","5","3","12","6","6","0","0","3","12","11","27","31","1","3","4","42.86"
"595","Denis Gurianov","DAL","R","55","711.33333333333","8","12","6","6","20","71.43","103","7.77","9.1","186","134","101","42","6","7","21","8","7","1","0","10","23","14","62","36","10","0","0","-"
"659","Dillon Dube","CGY","C","51","611.43333333333","9","11","6","5","20","71.43","71","12.68","6.92","132","98","83","27","4","3","18","9","9","0","0","9","27","14","58","75","14","7","7","50.00"
"702","Janne Kuokkanen","N.J","C, L","50","653.81666666667","6","14","9","5","20","71.43","51","11.76","5.95","99","83","59","26","1","3","14","6","6","0","0","11","14","21","7","57","16","1","5","16.67"
"813","Brady Tkachuk","OTT","L","56","779.28333333333","10","10","6","4","20","66.67","155","6.45","13.93","231","201","145","72","14","16","65","22","15","7","0","33","27","23","243","60","22","47","47","50.00"
"898","Alexis Lafrenière","NYR","L","56","684.81666666667","11","9","6","3","20","68.97","63","17.46","6.48","104","85","61","33","1","4","6","3","3","0","0","5","13","14","43","59","11","13","10","56.52"
"899","Tim Stützle","OTT","L","53","652.35","8","12","7","5","20","66.67","77","10.39","6.54","132","104","82","28","3","12","12","6","6","0","0","19","35","20","47","71","14","8","17","32.00"
"30","Travis Zajac","N.J, NYI","C","46","584.51666666667","8","11","4","7","19","86.36","44","18.18","4.06","79","58","46","22","2","3","4","2","2","0","0","6","14","24","47","32","15","248","217","53.33"
